Plant url,Common name,Common Name - MBG,Botanical name,Botanical Name - MBG,Type,Family,Native range,Zone,Zone low,Zone high,Height,Height low,Height high,Unit,Spread,Spread low,Spread high,Unit,Bloom Time,Bloom Description,Sun,Water,Maintenance,Suggested Use,Flower,Attracts,Fruit,Leaf,Other,Tolerate,Culture,Noteworthy characteristics,Problems,Garden uses,Hummingbirds,Butterflies,Birds,Erosion,Rabbit,Black Walnut,Drought,Clay Soil,Deer,Dry Soil,Shallow-Rocky Soil,Heavy Shade,Wet Soil,Air Pollution
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=264610&isprofile=1&basic=Peace+Lily,Peace Lily, peace lily ,Spathiphyllum Cochlearispathum,Spathiphyllum (group) , Herbaceous perennial, Araceae,, 11 to 12, 11 , 12, 1.00 to 6.00 feet, 1.00 ,6.00,feet, 1.00 to 5.00 feet, 1.00 ,5.00,feet, Flowers freely, White, Part shade to full shade, Medium, Low,, Showy,,, Evergreen,, Heavy Shade,"
Culture
The soil for the peace lily should be kept moist but not soggy. Let the soil dry between waterings, but do not allow to wilt; this causes the leaves to yellow. When watering, use water that is at room temperature and has been allowed to sit so that the chlorine can evaporate. Spathiphyllum grow very well with sub-irrigation. These plants do well in lower light situations, but prefer bright filtered light. Do not place in direct sun. When grown indoors, Spathiphyllum have very low fertility needs. Apply fertilizer at one quarter of the recommended strength. Over fertilizing can produce burning of tips and roots. Peace lilies enjoy warm conditions between 68 and 85F during the day and a 10 degree drop at night. Cold, and drafty conditions in the 40’s and 50’s will slow growth considerably. Extended periods below 40 can damage leaves, stems and roots. The plant requires a large pot and should be kept somewhat potbound. Repot, if necessary in February or March.
","
Noteworthy Characteristics
Spathiphyllum is Greek for leaf-spathe, referring to the character of the spathe, which is the bract or leaf surrounding or subtending a thick, protruding flower cluster. This easy care plant has beautiful glossy green leaves and the unusual ability to blossom in medium light. The pure white flower changes to pale green after 10 days and then remains lovely for at least another month.Genus name comes from the Greek word spathe and phyllon meaning a leaf from the leaflike spathe.
","
Problems
Few pest problems are associated with this plant. Mealybugs are probably the most common insect indoors. Because of the wide foliage, cleaning the leaves regularly with a damp cloth to remove dust will help not only in appearance but also in removing some pests which tend to gather under the bottom of the leaves.
","
Garden Uses
In recent years, peace lilies have gained a reputation for their ability to remove vaporized solvents from the atmosphere. Because of this, along with their ability to flower with fairly low light levels, they are widely used as pot plants in shopping malls and offices.
",0,0,0,0,0,0,0,0,0,0,0,1,0,0
Not found,Anthony Waterer Spirea,0,Spiraea Bumalda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Limemound Spirea,0,Spiraea Bumalda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Bridal Wreath Spirea,0,Spiraea Prunifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=253836&isprofile=1&basic=Lamb%27s+Ear,Lamb's Ear, lamb's ear ,Stachys Byzantina,Stachys byzantina 'Big Ears' , Herbaceous perennial, Lamiaceae,, 4 to 9, 4 , 9, 0.50 to 1.00 feet, 0.50 ,1.00,feet, 1.00 to 2.00 feet, 1.00 ,2.00,feet, Rarely flowers, Purple (rarely flowers), Full sun, Dry to medium, Low," Ground Cover, Naturalize",,,, Colorful,," Rabbit, Deer, Drought, Dry Soil, Shallow-Rocky Soil, Black Walnut, Air Pollution","
Culture
Easily grown in average, dry to medium, well-drained soils in full sun. Appreciates some light afternoon shade in hot summer climates. Too much shade, however, may impede leaf drying and promote the onset of disease. The woolly leaves of this plant tend to trap moisture, and in humid climates such as the St. Louis area, plant leaves are susceptible to attack from rot and leaf spot where too much moisture is present. Plants are generally drought tolerant. Avoid overwatering. If mid-summer foliage decline occurs, pick off damaged leaves as needed. Spreads by creeping stems that root as they go along the ground and can be mildly aggressive in rich soils. Site starter plants 12-18” apart for use as a ground cover. Divide when necessary. Flowers are not particularly showy, and many gardeners prefer to remove the flowering stems as they appear to enhance the ground cover effect.
","
Noteworthy Characteristics
Stachys byzantina, known as lamb's ears, is grown primarily for its thick, soft, velvety, silver-gray leaves which typically form a rapidly spreading mat approximately 4-6"" off the ground. Leaves are evergreen in warm climates, but will depreciate considerably in harsh winters. Erect, small-leaved flowering stems with terminal spikes of insignificant, tiny, purplish-pink flowers appear in summer rising above the foliage to 10-15"" tall. Many gardeners remove the flowering stems to enhance the ground cover effect. Dense rosettes of woolly, tongue-shaped, gray-green leaves (to 4"" long) spread by runners. Leaf shape and texture resemble a lamb's ear, hence the common name.Genus name comes from the Greek stacys meaning ear of corn in probable reference to the inflorescence of a related plant.Specific epithet means of classical Byzantium (Istanbul, Turkey).'Big Ears' is noted for its silver-green foliage which forms an attractive ground cover. Dense rosettes of thick, soft, velvety, silver-green leaves (to 8"" long) form a mat approximately 8"" off the ground. Flowering stems are rare. Leaf shape and texture resemble a lamb's ear, hence the common name. Leaves are evergreen in warm climates, but will depreciate considerably in harsh winters. This cultivar is synonymous with 'Helene von Stein'.
","
Problems
Tends to rot and develop leaf diseases in humid summer climates. Well-drained soils are essential in order to combat potential rot problems which often occur in humid St. Louis summers. Even with well-drained soils, some summer die-out may occur where high humidity and/or moisture on foliage is present. Can spread aggressively.'Big Ears' has better resistance to problems than the species and many other cultivars thereunder, and is a good selection for the St. Louis area.
","
Garden Uses
Foliage provides interesting texture and color to the border or rock garden. Effective edger or small area ground cover.
",0,0,0,0,1,1,1,0,1,1,1,0,0,1
Not found,St. Augustine Grass,0,Stenotaphrum Secundatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Fall Aster,0,Symphyotrichum Oblongifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Crepe Jasmine,0,Tabernaemontana Divaricata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Bush Germander,0,Teucrium Fruticans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=285659&isprofile=1&basic=Wood+Fern,Wood Fern, wood fern ,Thelypteris Kunthii,Dryopteris carthusiana , Fern, Dryopteridaceae, Northern temperate regions, 3 to 8, 3 , 8, 2.00 to 3.00 feet, 2.00 ,3.00,feet, 2.00 to 3.00 feet, 2.00 ,3.00,feet, Non-flowering, Non-flowering, Part shade to full shade, Medium, Low,,,,,,," Rabbit, Heavy Shade","
Culture
Easily grown in average, medium, well-drained soil in part shade to full shade. Prefers moist, humusy, acidic soils with protection from wind in part shade.
","
Noteworthy Characteristics
Dryopteris carthusiana, commonly called wood fern, is a native fern of Missouri and typically grows 2-3' tall. Features lacy, bright lime-green, outward-growing fronds with blackish scales on the stipes (frond stems). Fronds will remain green in mild winters. Fronds are finely toothed and dissected.  Synonymous with D. spinulosa.Genus name from Greek dryas meaning oak and pteris meaning fern in reference to the presence of some species of wood ferns in woodland areas populated with oaks.Specific epithet means of the monks of the Carthusian Monastery of Grande Chartreuse near Grenoble, France.
","
Problems
No serious insect or disease problems.
","
Garden Uses
Mass in shady areas of the woodland, rock, native plant or wild garden. Grows well with spring wildflowers, purple-leafed heucheras and hostas.
",0,0,0,0,1,0,0,0,0,0,0,1,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=273240&isprofile=1&basic=Wheatgrass,Wheatgrass, tall wheatgrass ,Triticum Aestivum,Elytrigia elongata 'Jose Select' , Ornamental grass, Poaceae,, 3 to 9, 3 , 9, 3.00 to 5.00 feet, 3.00 ,5.00,feet, 2.00 to 4.00 feet, 2.00 ,4.00,feet, July to August, Yellowish, Full sun, Dry to medium, Low,, Insignificant, Birds,, Colorful, Winter Interest, Clay Soil,"
Culture
Grow in average, dry to medium moisture, well-drained soils in full sun.  Tolerates a wide variety of garden soils including clay and sandy loams.  Also tolerant of highly alkaline soils and drought.
","
Noteworthy Characteristics
Elytrigia elongata, commonly called tall wheatgrass, is a perennial bunchgrass that typically grows to 3-9' tall.  It is native to Turkey and Russia, but has been naturalized in the western U.S. and Canada.  It is primarily used as a field grass.Specific epithet means elongated.'Jose Select' has ornamental value.  It typically grows to 3-5' tall with narrow upright spikes that dry to an attractive straw-yellow to golden brown.  Clumps reportedly retain good upright shape in winter.  Clumps provide good cover for wildlife and seed for birds.
","
Problems
No serious insect or disease problems.
","
Garden Uses
Interesting shape and color for sunny areas in the landscape.
",0,0,1,0,0,0,0,1,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282153&isprofile=1&basic=Society+Garlic,Society Garlic, society garlic ,Tulbaghia Violacea,Tulbaghia violacea , Herbaceous perennial, Amaryllidaceae, South Africa, 7 to 10, 7 , 10, 1.00 to 2.00 feet, 1.00 ,2.00,feet, 0.75 to 1.00 feet, 0.75 ,1.00,feet, July to September, Lilac-pink, Full sun, Medium, Low,," Showy, Fragrant",,, Fragrant,, Drought,"
Culture
Winter hardy to USDA Zones 7-10 where it may be planted in the ground as a perennial. It is best grown in average to organically rich, light, medium moisture, well-drained soils in full sun. Plants have good heat and drought tolerance, but generally appreciate consistent moisture during the growing season. Plants will grow in part shade, but with decreased flowering. Tuberous roots spread over time. In the St. Louis area (Zone 6), plants may be grown as if they were annuals (repurchasing new plants each spring) or they may be grown in containers (for decks, porches or terraces or planted to the rim in garden areas) with the containers brought indoors each year before first fall frost for overwintering in a bright, cool area (40-50 degrees F) with very minimal watering. Notwithstanding the recommended winter hardness zones for this species, plants grown directly in the ground may survive mild St. Louis winters if they are sited in protected locations and given winter mulch.
","
Noteworthy Characteristics
Tulbaghia violacea, commonly called society garlic, is a tender perennial that is native to grassland areas in southern Africa. It somewhat resembles garlic chives (Allium tuberosum) in appearance. From a tuberous rootstock, a clump of narrow, strap-shaped, gray-green leaves rises to 12” tall. Leaves and rootstock have a strong garlic smell when bruised, hence the common name. In early summer, flowering scapes rise to 20” tall bearing terminal umbels of sweetly fragrant lilac-pink flowers. Each small flower (3/4” long) has a tubular corona spreading to an open star with six pointed tepals. Flowering continues on and off throughout the summer into fall. Flowers and leaves are edible (mild garlic flavor), and may be used in soups and salads.Genus name honors Rijk Tulbagh (1699-1771), Dutch Governor of the Cape of Good Hope.Specific epithet means violet-colored.
","
Problems
No serious insect or disease problems. Slugs and snails may damage the foliage. All parts of this plant emit a strong garlic odor, which contributes to its deer and rabbit resistance. However, some find the odor objectionable, so take this into consideration when using near trafficked areas or in a patio container.
","
Garden Uses
Rock gardens. Sunny borders. Herb gardens. Edging. Containers.
",0,0,0,0,0,0,1,0,0,0,0,0,0,0
Not found,Cedar Elm,0,Ulmus Crassifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Lace Bark/Chinese Elm,0,Ulmus Parvifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=265367&isprofile=1&basic=Rusty+Blackhaw+Viburnum,Rusty Blackhaw Viburnum, rusty blackhaw viburnum ,Viburnum Rufidulum,Viburnum 'Royal Guard' , Deciduous shrub, Adoxaceae,, 5 to 9, 5 , 9, 8.00 to 15.00 feet, 8.00 ,15.00,feet, 6.00 to 10.00 feet, 6.00 ,10.00,feet, April to May, White, Full sun to part shade, Dry to medium, Low, Hedge, Showy," Birds, Butterflies"," Showy, Edible", Good Fall,,,"
Culture
Easily grown in average, dry to medium, well-drained loams in full sun to part shade. Plants generally grow denser in full sun, but in the St. Louis area may do best with some light afternoon shade. Species plants are self-incompatible, meaning that another cultivar or seed-grown species plant should be planted nearby for pollination and subsequent fruit production to occur. Promptly remove root suckers to prevent colonial spread unless naturalization is desired.
","
Noteworthy Characteristics
Viburnum is a genus of about 150 species of deciduous, evergreen and semi-evergreen shrubs and a few trees from chiefly North Temperate regions extending into Southeast Asia and South America. They are grown for their attractive flowers, colorful fruit and attractive foliage. Some species have edible fruit or fragrant flowers. They are very attractive, versatile garden plants.

Several hybrids available in commerce today are derived from crossing V. japonicum (evergreen Japanese viburnum to 6-8’ tall) and V. dilatatum (deciduous linden viburnum to 8-10’ tall).  These hybrids are semi-evergreen and typically grow to 8’ tall and as wide and generally feature white spring flowers in cymes, red berries in fall and maroon to purple fall foliage color.Genus name comes from the Latin name of a species plant.‘Royal Guard’ is primarily noted for its narrow upright habit and glossy leaves that turn burgundy in fall. It features dark green elliptic to oval leathery leaves (to 4” long) that are lustrous above and attractive throughout the growing season. Leaf undersides, buds and young stems are covered with rusty brown hairs. One of the easiest ways to distinguish this plant from the similar black haw (V. prunifolium) is the presence of rusty brown hairs. Tiny flowers in showy rounded cymes (to 5” across) bloom in spring. Flowers are followed by clusters of edible blue berries (to 3/8” long) that ripen in September to October. Birds are attracted to the fruit. Foliage turns an attractive burgundy in fall.
","
Problems
No serious insect or disease problems.  Potential disease problems include bacterial leaf spot, mildews and crown gall.  Potential insect problems include aphids and scale.
","
Garden Uses
Shrub borders or foundations. Screen or hedge.
",0,1,1,0,0,0,0,0,0,0,0,0,0,0
Not found,Texas Lilac,0,Vitex Agnus-castus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Mexican Fan Palm,0,Washingtonia Robusta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Zexmenia,0,Wedelia Hispida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Blue Wisteria,0,Wisteria Sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Spanish Bayonet,0,Yucca Aloifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Banana Yucca,0,Yucca Baccata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282014&isprofile=1&basic=Joshua+Tree,Joshua Tree, Joshua tree ,Yucca Brevifolia,Yucca brevifolia , Broadleaf evergreen, Asparagaceae, California to southwestern Utah, 6 to 10, 6 , 10, 15.00 to 30.00 feet, 15.00 ,30.00,feet, 15.00 to 30.00 feet, 15.00 ,30.00,feet, March to May, Creamy white, Full sun, Dry, Low,, Showy, Birds,, Evergreen, Thorns," Deer, Drought, Dry Soil, Shallow-Rocky Soil","
Culture
Best grown in dry, coarse, well-draining soils in full sun. In the wild this plant thrives in extreme desert conditions, with 3-14"" of annual precipitation, summer high temperatures around 120°F and winter low temperatures of -13°F. For these reasons, supplemental watering should only be supplied during prolonged drought conditions, and should be limited to one thorough soaking per month. Hardy in Zones 6-10.
","
Noteworthy Characteristics
Yucca brevifolia, commonly known as Joshua tree, is a large, slow-growing, evergreen, tree form yucca native only to the Mojave Desert of the southwestern United States. It is found growing at elevations between 1,600-7,200' on open, rocky grasslands where they visually dominate the landscape. Mature individuals usually reach around 15-30' tall (sometimes to 50' or more) with an open, rounded canopy of equal width. The average lifespan of a Joshua tree is estimated at 150 years, but older trees exceeding 300 years old have been recorded. Younger plants lack the distinctive branching of older specimens. The stiff, narrow, tapered leaves (between 6-14"" long and 0.25-0.5"" wide) have terminal spines and small serrations along the margins. The foliage forms rosettes on the ends of the branches, and desiccated leaves remain on the plant covering the trunk and stems. The creamy white, round to ovate flowers (up to 2"" long and 1"" wide) are borne on terminal panicles (up to 20"" long). Light green seedpods (up to 4"" long) mature on the tree in clusters. In their native habitat, Joshua trees are an important source of food and shelter for wildlife. Many birds utilize the branches for nesting and perching. These include cactus wrens, northern flickers, and American kestrels. A single moth species called the yucca moth pollinates the flowers. Small mammals such as antelope squirrels and kangaroo rats eat the seeds. Joshua trees were also used by the Cahullia people of inland southern California as a source of food and fibers.Genus name comes from the Carbi name for manihot, also called cassava or yuca, which is not closely related but has similarly enlarged root structures.The specific epithet brevifolia means ""short leaves"", in reference to the length of the foliage relative to other yuccas.According to commonly held legend, the name Joshua tree was given by Mormon settlers and refers to the biblical tale of Joshua guiding the Israelites in the battle for Ai with an outstretched arm.
","
Problems
No known pest or disease problems. Deer do not bother this plant.
","
Garden Uses
Suitable for desert gardens, xeriscaping, rock gardens, and other dry sites. Makes for an excellent specimen piece. When purchasing seeds or plants, communicate with the supplier and verify that they were sourced responsibly and not collected from vulnerable, wild populations.
",0,0,1,0,0,0,1,0,1,1,1,0,0,0
Not found,Soaptree Yucca,0,Yucca Elata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Adam's Needle Yucca,0,Yucca Filamentosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Soapweed Yucca,0,Yucca Glauca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=255857&isprofile=1&basic=Spanish+Dagger,Spanish Dagger, Spanish dagger ,Yucca Gloriosa,Yucca gloriosa 'Variegata' , Broadleaf evergreen, Asparagaceae,, 6 to 10, 6 , 10, 2.00 to 4.00 feet, 2.00 ,4.00,feet, 2.00 to 4.00 feet, 2.00 ,4.00,feet, July to August, Creamy white, Full sun, Dry to medium, Low,, Showy, Butterflies,," Colorful, Evergreen",," Rabbit, Deer, Drought, Erosion, Air Pollution","
Culture
Easily grown in dry to medium, well-drained soils in full sun. Tolerant of poor, dry, sandy soils.
","
Noteworthy Characteristics
Yucca gloriosa, commonly called Spanish dagger or yucca, is an evergreen shrub or small tree (though it looks somewhat more like an herbaceous perennial in its early years) that is native to coastal plains, dunes and sandy woods from North Carolina to Florida. It is a single stemmed plant (2-8’ tall) that is densely covered with sword-shaped, spine-tipped blue green leaves (to 30” long and to 3” wide). Leaves originally appear as a mounded basal clump, but after several years the stem or trunk develops, typically growing to a mature height of 5’ and lifting the leaf clump off the ground. Creamy white, nodding, bell-shaped flowers appear in a dense, massive, upright, terminal panicle in summer. Fruits are elliptical dehiscent capsules.Genus name comes from the Carbi name for manihot, also called cassava or yuca, which is not closely related but has similarly enlarged root structures.Specific epithet means splendid or glorious.‘Variegata’ is a compact form of the species that features variegated foliage. It typically grows in a clump to 4’ tall. Flowers in early summer. Variegated leaves are blue green with gold changing to white margins.
","
Problems
No serious insect or disease problems.
","
Garden Uses
Borders. Foundations. Dry garden areas. Dry slopes.
",0,1,0,1,1,0,1,0,1,0,0,0,0,1
Not found,Soft Leaf Yucca,0,Yucca Recurvifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277177&isprofile=1&basic=Corn,Corn, cornflower ,Zea Mays,Centaurea cyanus , Annual, Asteraceae," Western Asia, Europe", 2 to 11, 2 , 11, 1.00 to 3.00 feet, 1.00 ,3.00,feet, 1.00 to 2.00 feet, 1.00 ,2.00,feet, May to July, Blue, Full sun, Medium, Low," Annual, Naturalize"," Showy, Good Cut"," Birds, Butterflies",,,, Drought,"
Culture
Cool weather annual that is easily grown in average, medium moisture, well-drained soils in full sun to light shade. Plant stems will droop in too much shade. Plants tolerate poor soils. Avoid wet soils. New plants may be grown each year by planting seed indoors 6-8 weeks before last spring frost date or outdoors at the last spring frost date. In mild winter climates, seed may be planted outdoors in fall. Plants may reseed in the garden. Deadheading spent flower heads will limit self-seeding, but in the process removes from the garden seeds that are loved by birds. Taller plants may need staking or other support.
","
Noteworthy Characteristics
Centaurea cyanus is an annual cornflower native to Europe that has escaped gardens and naturalized throughout much of the United States and southern Canada. In Missouri, it is typically found in fields and waste grounds and along railroads and roadsides (Steyermark). Purple-blue flowers (sometimes pink to white) bloom from late spring into summer on 1- to 3-foot tall stems clad with lyrate-pinnatifid lower leaves and narrow lanceolate upper leaves. Each flower (to 1.5” diameter) is subtended an involucre of overlapping bracts. Flowers are attractive to butterflies.Genus name comes from the Greek word kentauros meaning centaur.Specific epithet means blue for flower color.
","
Problems
No serious insect or disease problems. Wilt, rots and rusts may occur. Watch for aphids and mealybugs.
","
Garden Uses
Beds, borders, cottage gardens, meadows and prairies. Cutting gardens.
",0,1,1,0,0,0,1,0,0,0,0,0,0,0
Not found,Zephyr Lily,0,Zephyranthes Candida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=270185&isprofile=1&basic=Zoysia+Grass,Zoysia Grass, zoysia grass ,Zoysia Matrella,Zoysia japonica 'Compadre' , Turfgrass, Poaceae,, 5 to 10, 5 , 10, 0.25 to 0.50 feet, 0.25 ,0.50,feet, 0.25 to 0.50 feet, 0.25 ,0.50,feet, Non-flowering, Non-flowering, Full sun, Dry to medium, Medium,,,,,,," Drought, Erosion","
Culture
Grow in average, dry to medium moisture, well-drained soils in full sun. Tolerates some light shade, but turf becomes thinner as the amount of shade increases. Tolerates heat, drought and a wide range of soils. Mow regularly to a height of 1"" to 2"" tall. Fertilize moderately during the growing season (May to July). Zoysia lawns may be established vegetatively by sod, sprigs or plugs. Sprigs and plugs are best planted in mid to late spring. Sod may be laid as late as early September. In addition, some cultivars grow well from seed. This grass goes dormant after fall frost and remains tan/brown throughout winter. For more specific cultural information on the growing of zoysia, see ""Establishment and Care of Zoysiagrass Lawns"" (University of Missouri Extension publication G6706) which is available for inspection or purchase at the Kemper Center Information Desk.'Compadre' can be grown from seed.
","
Noteworthy Characteristics
Zoysia japonica, commonly just called zoysia is a warm season turfgrass that spreads by stolons and rhizomes to form a dense lawn or grassy area. Advantages include durability, resistance to weeds, tolerance of drought and summer heat, ease of mowing and good green color during the growing season. Disadvantages include straw-colored appearance from mid-fall to mid-spring (goes dormant in cold weather), slow rate of spread, tendency to spread into adjacent property and inclination to produce heavy thatch. Blades may technically grow to 9"" long, but are typically mowed to 1-2"" tall.Genus name honors Karl von Zoys (1756-1800), Austrian botanist.Specific epithet means of Japan.'Compadre' (synonymous with and formerly known as 'Companion') can be planted by seed. It is of intermediate growth habit. It grows well in the Midwest transition area of which St. Louis is a part.
","
Problems
No serious insect or disease problems. White grubs are the most common insect problem. Brown patch and dollar spot are infrequent disease problems.
","
Garden Uses
Turfgrass for lawns, golf courses, sports fields, commercial landscapes, roadsides and in areas where high foot traffic occurs.
",0,0,0,1,0,0,1,0,0,0,0,0,0,0
Not found,Korean Velvet Grass,0,Zoysia Tenuifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=284972&isprofile=1&basic=Balsam+Fir,Balsam Fir, balsam fir ,Abies Balsamea,Abies balsamea , Needled evergreen, Pinaceae, North America, 3 to 6, 3 , 6, 50.00 to 70.00 feet, 50.00 ,70.00,feet, 15.00 to 25.00 feet, 15.00 ,25.00,feet, Non-flowering, Non-flowering, Full sun to part shade, Medium, Medium,,,,," Fragrant, Evergreen", Winter Interest,,"
Culture
Best grown in rich, consistently moist, slightly acidic, well-drained soils in full sun to part shade. Best in full sun. Trees grow poorly in heavy clay soils. Trees are native to cool climates, and are not recommended for planting in the hot and humid summer conditions south of USDA Zone 5.
","
Noteworthy Characteristics
Abies balsamea, commonly called balsam fir, is native to moist woods and bottomlands from Labrador to Alberta south to northern Minnesota, Wisconsin, New England, New York and further south in the Appalachians to Virginia.  It is a primary component of the boreal forest that stretches across Canada.  This is an aromatic, symmetrical, narrow, pyramidal to conical evergreen conifer with a spire-like crown.  It typically grows to 50-70' (less frequently to 90') tall and to 15-25' wide.  It appears, albeit in a diminished shrubby form, as far north as the timber line.  Resinous branches are densely clad with flattened, shiny, dark green needles (to 1"" long).  Needles are unstalked with circular bases and are white-banded beneath.  Smooth gray-brown bark (greenish when young but brown and scaly on older trees) is covered with blisters which contain a sticky aromatic resin.  Cylindrical seed cones (to 2-4"" long) appear at the crown.  Cones are purple when young.  As is distinctive with the firs, the cones appear upright on the branches.  Cones disintegrate (scales drop) after the seeds ripen, often leaving only the erect central spike of the cone axis.Genus name is an ancient Latin name for a tree described by Pliny around 77 A.D.Specific epithet refers to the fragrant quality of the tree.
","
Problems
No serious insect or disease problems. Insect pests include Balsam woolly adelgids, bark beetles, spruce budworms, aphids, bagworms and scale. Spider mites may occur in hot conditions. Disease problems include cankers, heart rot, root rot, needle rust and twig blight. Trees are generally intolerant of urban pollution.
","
Garden Uses
Specimen fir for the landscape. Ornamental yard tree. Popular commercially grown Christmas tree because of its attractive fragrance and long retention of needles. Not recommended for the St. Louis climate.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0
