Botanical Name,Expected Common Name,Wikipedia Page link,Image urls
Allium cepa,Onion,https://en.wikipedia.org/wiki/Onion,https://upload.wikimedia.org/wikipedia/commons/9/93/ARS_red_onion.jpg https://upload.wikimedia.org/wikipedia/commons/6/66/An_onion%2C_woodcut%2C_1547_Wellcome_L0029214.jpg https://upload.wikimedia.org/wikipedia/commons/1/1a/Cells_from_a_red_onion_epidermal_peel.tif https://upload.wikimedia.org/wikipedia/commons/4/48/Cipollatropea.jpg https://upload.wikimedia.org/wikipedia/commons/5/52/Cortando_cebolla.jpg https://upload.wikimedia.org/wikipedia/commons/3/39/Field_with_onions.jpg https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg https://upload.wikimedia.org/wikipedia/commons/6/68/Frying_onion.JPG https://upload.wikimedia.org/wikipedia/commons/2/22/Iridaceae_-_Allium_neapolitanum_%288303567329%29.jpg https://upload.wikimedia.org/wikipedia/commons/a/a2/Mixed_onions.jpg https://upload.wikimedia.org/wikipedia/commons/c/c3/Onion_mother_plants_%28bulbs%29_for_production_seeds.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/d3/Tranby_house_31_gnangarra.jpg https://upload.wikimedia.org/wikipedia/commons/d/da/Uienvlieg_maden.jpg https://upload.wikimedia.org/wikipedia/commons/d/df/Wikibooks-logo-en-noslogan.svg https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg https://upload.wikimedia.org/wikipedia/commons/7/72/%E0%B0%89%E0%B0%B2%E0%B1%8D%E0%B0%B2%E0%B0%BF%E0%B0%AA%E0%B0%BE%E0%B0%AF_%E0%B0%95%E0%B0%BE%E0%B0%B0%E0%B0%82_%282%29.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/4/41/Flag_of_India.svg https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg https://upload.wikimedia.org/wikipedia/en/9/94/Symbol_support_vote.svg
Allium moly,Allium moly,https://en.wikipedia.org/wiki/Allium_moly,https://upload.wikimedia.org/wikipedia/commons/4/4d/Allium-moly.JPG https://upload.wikimedia.org/wikipedia/commons/4/4c/Arabic_herbal_medicine_guidebook.jpeg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/5/5a/Status_iucn3.1_LC.svg https://upload.wikimedia.org/wikipedia/commons/d/d9/Zephyranthes_candida_Osaka.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Allium stellatum,Allium stellatum,https://en.wikipedia.org/wiki/Allium_stellatum,https://upload.wikimedia.org/wikipedia/commons/1/19/Allium_stellatum_TN.jpg https://upload.wikimedia.org/wikipedia/commons/0/0d/Allium_stellatum_illustration.svg https://upload.wikimedia.org/wikipedia/commons/2/22/Iridaceae_-_Allium_neapolitanum_%288303567329%29.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg
Allium ursinum,Allium ursinum,https://en.wikipedia.org/wiki/Allium_ursinum,https://upload.wikimedia.org/wikipedia/commons/8/8b/Allium_ursinum0.jpg https://upload.wikimedia.org/wikipedia/commons/2/22/Iridaceae_-_Allium_neapolitanum_%288303567329%29.jpg https://upload.wikimedia.org/wikipedia/commons/4/45/Photo_of_Allium_Ursinum%2C_wild_garlic%2C_north-west_Hampshire%2C_UK%2C_May_2014.jpg https://upload.wikimedia.org/wikipedia/commons/a/a9/Ramsons_in_the_Zakamensky_district_of_Buryatia%2C_Russia.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/de/Riis_Skov_%28maj%29_05.JPG https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/commons/a/a1/Wild_garlic_allium_ursinum_arp.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg
Alnus cordata,Alnus cordata,https://en.wikipedia.org/wiki/Alnus_cordata,https://upload.wikimedia.org/wikipedia/commons/9/9c/Alnus_cordata_alder_tree.jpg https://upload.wikimedia.org/wikipedia/commons/1/1e/Alnus_cordata_range.svg https://upload.wikimedia.org/wikipedia/commons/9/91/ItalAlder.jpg https://upload.wikimedia.org/wikipedia/commons/8/8f/ItalAlderFruit.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Alnus glutinosa,Alnus glutinosa,https://en.wikipedia.org/wiki/Alnus_glutinosa,https://upload.wikimedia.org/wikipedia/commons/9/97/20120904Schwarzerle_Reilingen01.jpg https://upload.wikimedia.org/wikipedia/commons/e/e2/Alder_nodules2.JPG https://upload.wikimedia.org/wikipedia/commons/0/04/Alkottar.jpg https://upload.wikimedia.org/wikipedia/commons/e/e1/Alnus_glutinosa%2C_Munkholmen.jpg https://upload.wikimedia.org/wikipedia/commons/7/7b/Alnus_glutinosa.jpg https://upload.wikimedia.org/wikipedia/commons/2/28/Alnus_glutinosa_MHNT.BOT.2004.0.10a.jpg https://upload.wikimedia.org/wikipedia/commons/b/b5/Alnus_glutinosa_R0015198.JPG https://upload.wikimedia.org/wikipedia/commons/3/31/Alnus_glutinosa_R0015202.JPG https://upload.wikimedia.org/wikipedia/commons/0/0f/Alnus_glutinosa_range.svg https://upload.wikimedia.org/wikipedia/commons/7/75/Black_alder_in_spring.JPG https://upload.wikimedia.org/wikipedia/commons/0/06/Briesetal_bei_Briese.JPG https://upload.wikimedia.org/wikipedia/commons/d/d1/Eriophyes_inangulis_N_on_upper_surface.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/5/5a/Status_iucn3.1_LC.svg https://upload.wikimedia.org/wikipedia/commons/a/a4/Taphrina_amentorum_gall.JPG https://upload.wikimedia.org/wikipedia/commons/8/8e/Taphrina_amentorum_tongue_gall.JPG https://upload.wikimedia.org/wikipedia/commons/a/a0/Unterspreewald-Gross-Wasserburger-Spree-01.jpg https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg https://upload.wikimedia.org/wikipedia/en/9/94/Symbol_support_vote.svg
Alnus japonica,Alnus japonica,https://en.wikipedia.org/wiki/Alnus_japonica,https://upload.wikimedia.org/wikipedia/commons/0/06/Alnus_japonica2.jpg https://upload.wikimedia.org/wikipedia/commons/6/60/Corylus_avellana.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Alnus maritima,Alnus maritima,https://en.wikipedia.org/wiki/Alnus_maritima,https://upload.wikimedia.org/wikipedia/commons/d/d2/Alnus_maritima_leaves_catkin.jpg https://upload.wikimedia.org/wikipedia/commons/b/bd/Alnus_maritima_range_map_1.png https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/7/70/Status_iucn3.1_EN.svg
Alnus serrulata,Alnus serrulata,https://en.wikipedia.org/wiki/Alnus_serrulata,https://upload.wikimedia.org/wikipedia/commons/d/db/Alnus_serrulata.jpg https://upload.wikimedia.org/wikipedia/commons/f/f7/Alnus_serrulata_leaves.jpg https://upload.wikimedia.org/wikipedia/commons/0/00/Alnus_serrulata_range_map_1.png https://upload.wikimedia.org/wikipedia/commons/d/de/Alnus_serrulata_seed_cones.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/5/5a/Status_iucn3.1_LC.svg https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Alpinia galanga,Alpinia galanga,https://en.wikipedia.org/wiki/Alpinia_galanga,https://upload.wikimedia.org/wikipedia/commons/8/88/Alpinia_galanga.jpg https://upload.wikimedia.org/wikipedia/commons/f/f5/Alpinia_galanga_%28L.%29_Willd.jpg https://upload.wikimedia.org/wikipedia/commons/6/65/Gardenology.org-IMG_7562_qsbg11mar.jpg https://upload.wikimedia.org/wikipedia/commons/6/6a/Maranta_galanga_Ypey51.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg
Alstroemeria aurea,Alstroemeria,https://en.wikipedia.org/wiki/Alstroemeria,https://upload.wikimedia.org/wikipedia/commons/3/3b/Alstoemeria_ligtu_splendens_%288383790249%29.jpg https://upload.wikimedia.org/wikipedia/commons/f/f7/Alstroemeria_aurea_%27Saturne%27.jpg https://upload.wikimedia.org/wikipedia/commons/2/26/Alstroemeria_brasiliensis_-_Flickr_-_peganum_%281%29.jpg https://upload.wikimedia.org/wikipedia/commons/3/3b/Alstroemeria_cultivar.jpg https://upload.wikimedia.org/wikipedia/commons/2/22/Alstroemeria_diluta_ssp_chrysantha_11_%2814291511100%29.jpg https://upload.wikimedia.org/wikipedia/commons/f/fe/Alstroemeria_exserens_%289063027475%29.jpg https://upload.wikimedia.org/wikipedia/commons/3/38/Alstroemeria_garaventae.jpg https://upload.wikimedia.org/wikipedia/commons/c/c1/Alstroemeria_hookeri_Lodd._ssp._maculata_by_Pato_Novoa_-_003.jpg https://upload.wikimedia.org/wikipedia/commons/c/c1/Alstroemeria_kingii_%288383813801%29.jpg https://upload.wikimedia.org/wikipedia/commons/a/af/Alstroemeria_leporina_Ehr._Bayer_%26_Grau_%2840130840600%29.jpg https://upload.wikimedia.org/wikipedia/commons/4/48/Alstroemeria_magnifica_-_Flickr_003.jpg https://upload.wikimedia.org/wikipedia/commons/e/e4/Alstroemeria_pelegrina._Mariposa_de_Los_Molles%29.JPG https://upload.wikimedia.org/wikipedia/commons/b/bd/Alstroemeria_plantaginea.jpg https://upload.wikimedia.org/wikipedia/commons/4/44/Alstroemeria_pod_opening.jpg https://upload.wikimedia.org/wikipedia/commons/4/44/Alstroemeria_pulchella_L.f._%28AM_AK307749-1%29.jpg https://upload.wikimedia.org/wikipedia/commons/3/33/Alstroemeria_pulchra_Cuesta_Las_Chilcas_02.JPG https://upload.wikimedia.org/wikipedia/commons/1/12/Alstroemeria_revoluta_Ruiz._y_Pav._%282884616692%29.jpg https://upload.wikimedia.org/wikipedia/commons/8/89/Alstroemeria_spathulata_%2830522003521%29.jpg https://upload.wikimedia.org/wikipedia/commons/9/9b/Alstroemeria_stenopetala.jpg https://upload.wikimedia.org/wikipedia/commons/7/7b/Alstroemeria_umbellata_%285431315792%29.jpg https://upload.wikimedia.org/wikipedia/commons/3/3c/Alstroemeria_versicolor_%288384817557%29.jpg https://upload.wikimedia.org/wikipedia/commons/8/81/Alstroemeria_x_hybrida_capsule_from_above.jpg https://upload.wikimedia.org/wikipedia/commons/b/b9/Amancay_-_Flickr_-_rgamper.jpg https://upload.wikimedia.org/wikipedia/commons/3/30/Mariposa_del_Campo_%283435629865%29.jpg https://upload.wikimedia.org/wikipedia/commons/6/64/Purple_Alstroemeria_capsule_side_view.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/commons/8/89/Alstroemeria.jpg https://upload.wikimedia.org/wikipedia/commons/a/a7/Alstroemeria_aurantiaca.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Alyssum murale,Alyssum,https://en.wikipedia.org/wiki/Alyssum,https://upload.wikimedia.org/wikipedia/commons/3/3b/Alyssum_montanum_ENBLA06.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg
Amaranthus caudatus,Amaranthus caudatus,https://en.wikipedia.org/wiki/Amaranthus_caudatus,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/4/43/3836_-_Amaranthus_caudatus_%28Zieramaranth%29.JPG https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amelanchier arborea,Amelanchier arborea,https://en.wikipedia.org/wiki/Amelanchier_arborea,https://upload.wikimedia.org/wikipedia/commons/3/34/Amelanchier_arborea_leaves.JPG https://upload.wikimedia.org/wikipedia/commons/3/3f/Amelanchier_arborea_range_map_1.png https://upload.wikimedia.org/wikipedia/commons/a/a5/Amelanchier_arborea_sarvis_close.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amelanchier laevis,Amelanchier laevis,https://en.wikipedia.org/wiki/Amelanchier_laevis,https://upload.wikimedia.org/wikipedia/commons/d/d0/Amelanchier_laevis.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/5/5a/Status_iucn3.1_LC.svg https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amelanchier lamarckii,Amelanchier lamarckii,https://en.wikipedia.org/wiki/Amelanchier_lamarckii,https://upload.wikimedia.org/wikipedia/commons/3/39/Amelanchier_vulgaris_Sturm10.jpg https://upload.wikimedia.org/wikipedia/commons/9/9a/Busch_Jakobsberg.jpg https://upload.wikimedia.org/wikipedia/commons/b/b9/Felsenbirne_frucht.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amelanchier nantucketensis,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,https://upload.wikimedia.org/wikipedia/commons/1/1e/Amelanchier_alnifolia_6338.JPG https://upload.wikimedia.org/wikipedia/commons/1/16/Amelanchier_grandiflora2.jpg https://upload.wikimedia.org/wikipedia/commons/c/c8/Amelanchier_ovalis3.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg
Amelanchier obovalis,Amelanchier canadensis,https://en.wikipedia.org/wiki/Amelanchier_canadensis,https://upload.wikimedia.org/wikipedia/commons/2/29/Amelanchier_canadensis_berry.jpg https://upload.wikimedia.org/wikipedia/commons/2/28/Amelanchier_canadensis_flower.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/5/5a/Status_iucn3.1_LC.svg https://upload.wikimedia.org/wikipedia/commons/9/91/Wikiversity-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amelanchier stolonifera,Amelanchier spicata,https://en.wikipedia.org/wiki/Amelanchier_spicata,https://upload.wikimedia.org/wikipedia/commons/8/83/A.spicata.jpg https://upload.wikimedia.org/wikipedia/commons/3/39/Amelanchier_vulgaris_Sturm10.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amorpha canescens,Amorpha canescens,https://en.wikipedia.org/wiki/Amorpha_canescens,https://upload.wikimedia.org/wikipedia/commons/e/ee/Amorpha_Canescens.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amorpha fruticosa,Amorpha fruticosa,https://en.wikipedia.org/wiki/Amorpha_fruticosa,https://upload.wikimedia.org/wikipedia/commons/4/4a/Amorpha_fruticosa-flowers.jpg https://upload.wikimedia.org/wikipedia/commons/3/3d/Amorpha_fruticosa_05.JPG https://upload.wikimedia.org/wikipedia/commons/c/c3/Crotalaria.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amorpha ouachitensis,Amorpha ouachitensis,https://en.wikipedia.org/wiki/Amorpha_ouachitensis,https://upload.wikimedia.org/wikipedia/commons/b/ba/Amorpha_ouachitensis_%282%29.jpg https://upload.wikimedia.org/wikipedia/commons/6/63/Status_iucn3.1_VU.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amsonia hubrichtii,Amsonia hubrichtii,https://en.wikipedia.org/wiki/Amsonia_hubrichtii,https://upload.wikimedia.org/wikipedia/commons/5/57/Amsonia_hubrichtii.jpg https://upload.wikimedia.org/wikipedia/commons/f/f8/Asclepias_curassavica12.jpg https://upload.wikimedia.org/wikipedia/commons/3/33/Blue_Star_Amsonia_hubrichtii_Leaf_Closeup_3264px.jpg https://upload.wikimedia.org/wikipedia/commons/1/15/Blue_Star_Amsonia_hubrichtii_Stem_3264px.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Amsonia illustris,Amsonia,https://en.wikipedia.org/wiki/Amsonia,https://upload.wikimedia.org/wikipedia/commons/6/6f/Amsonia-tabernaemontana-flowers.JPG https://upload.wikimedia.org/wikipedia/commons/f/f8/Asclepias_curassavica12.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png
Anaphalis margaritacea,Anaphalis margaritacea,https://en.wikipedia.org/wiki/Anaphalis_margaritacea,https://upload.wikimedia.org/wikipedia/commons/3/32/Anapahlis_margaritacea.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/5/50/Status_TNC_G5.svg https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Anchusa azurea,Anchusa azurea,https://en.wikipedia.org/wiki/Anchusa_azurea,https://upload.wikimedia.org/wikipedia/commons/7/7d/Anchusa_azurea_Closeup.JPG https://upload.wikimedia.org/wikipedia/commons/4/4a/Anchusa_azurea_habito.jpg https://upload.wikimedia.org/wikipedia/commons/1/14/Ipomoea_tricolor-1.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/e/e8/SeedsAnchusaazurea.jpg
Andropogon glomeratus,Andropogon glomeratus,https://en.wikipedia.org/wiki/Andropogon_glomeratus,https://upload.wikimedia.org/wikipedia/commons/f/fe/PLoS_Mu_transposon_in_maize.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/b/bf/Starr_071222-0259_Andropogon_glomeratus.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Anemone canadensis,Anemone canadensis,https://en.wikipedia.org/wiki/Anemone_canadensis,https://upload.wikimedia.org/wikipedia/commons/d/d2/Anemone_canadensis.jpg https://upload.wikimedia.org/wikipedia/commons/7/7c/Anemone_canadensis_closeup.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Anemone coronaria,Anemone coronaria,https://en.wikipedia.org/wiki/Anemone_coronaria,https://upload.wikimedia.org/wikipedia/commons/6/64/2010._%D0%92%D1%8B%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0_%D1%86%D0%B2%D0%B5%D1%82%D0%BE%D0%B2_%D0%B2_%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA%D0%B5_%D0%BD%D0%B0_%D0%B4%D0%B5%D0%BD%D1%8C_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0_73.jpg https://upload.wikimedia.org/wikipedia/commons/c/c9/Anemone-coronaria-2016-Zachi-Evenor.jpg https://upload.wikimedia.org/wikipedia/commons/e/ef/Anemone_%28Red_and_white%29.jpg https://upload.wikimedia.org/wikipedia/commons/e/ea/Anemone_coronaria_in_Troodos_Mountains%2C_Cyprus.jpg https://upload.wikimedia.org/wikipedia/commons/1/1b/Anemone_coronaria_purple.jpg https://upload.wikimedia.org/wikipedia/commons/d/de/Anemones5.jpg https://upload.wikimedia.org/wikipedia/commons/1/1e/Blue-Anemone_coronaria.jpg https://upload.wikimedia.org/wikipedia/commons/b/b0/CalanitMagenDavid002.jpg https://upload.wikimedia.org/wikipedia/commons/d/db/Colorful-Anemone-coronaria-Zachi-Evenor.jpg https://upload.wikimedia.org/wikipedia/commons/8/8a/Purple_Anemone_coronaria.jpg https://upload.wikimedia.org/wikipedia/commons/d/d3/Purple_Anemone_coronaria_in_Israel.jpg https://upload.wikimedia.org/wikipedia/commons/8/83/Red_Anemone_coronaria.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/a/af/White-Anemone-coronaria-0011.jpg https://upload.wikimedia.org/wikipedia/commons/e/e7/Wiki-Calaniyot-Shokeda-ZE-001.jpg
Anemone cylindrica,Anemone cylindrica,https://en.wikipedia.org/wiki/Anemone_cylindrica,https://upload.wikimedia.org/wikipedia/commons/b/b8/Anemone_cylindrica_BB-1913.png https://upload.wikimedia.org/wikipedia/commons/b/b8/Anemone_cylindrica_BB-1913.png https://upload.wikimedia.org/wikipedia/commons/8/8a/Creeping_butercup_close_800.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Anemone hupehensis,Anemone hupehensis,https://en.wikipedia.org/wiki/Anemone_hupehensis,https://upload.wikimedia.org/wikipedia/commons/8/85/Afbeelding-007-Anemone_hupesensis.tif https://upload.wikimedia.org/wikipedia/commons/c/c1/Anemone_hybrida%2C_seeds_3.jpg https://upload.wikimedia.org/wikipedia/commons/2/27/An%C3%A9mone_Japon%26fruits_2014.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/commons/8/84/Anemone_hupehensis_var._japonica_1.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Anemone narcissiflora,Anemone narcissiflora,https://en.wikipedia.org/wiki/Anemone_narcissiflora,https://upload.wikimedia.org/wikipedia/commons/3/33/Anemone_narcissiflora_03.jpg https://upload.wikimedia.org/wikipedia/commons/6/64/Anemone_narcissiflora_14.jpg https://upload.wikimedia.org/wikipedia/commons/f/f8/Anemone_narcissiflora_in_Mount_Tsubakuro_2002-07-27.jpg https://upload.wikimedia.org/wikipedia/commons/e/ef/Anemone_narcissiflora_in_Mount_Tsubakuro_add_2002-07-27.jpg https://upload.wikimedia.org/wikipedia/commons/5/59/Bergh%C3%A4hnlein_%28Anemone_narcissiflora%29_Bl%C3%BCten_nah.jpg https://upload.wikimedia.org/wikipedia/commons/8/8a/Creeping_butercup_close_800.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Anemone nemorosa,Anemone nemorosa,https://en.wikipedia.org/wiki/Anemone_nemorosa,https://upload.wikimedia.org/wikipedia/commons/f/ff/Anemone_Nemorosa_10.jpg https://upload.wikimedia.org/wikipedia/commons/6/62/Anemone_Nemorosa_6-9.jpg https://upload.wikimedia.org/wikipedia/commons/c/c4/Anemone_nemorosa_001.JPG https://upload.wikimedia.org/wikipedia/commons/e/e1/Anemone_nemorosa_LC0256.jpg https://upload.wikimedia.org/wikipedia/commons/3/31/Anemone_nemorosa_Nashville.jpg https://upload.wikimedia.org/wikipedia/commons/3/36/Anemone_nemorosa_map1.jpg https://upload.wikimedia.org/wikipedia/commons/8/8f/Anemone_nemorosa_pink_240406.jpg https://upload.wikimedia.org/wikipedia/commons/e/e0/Apis_mellifera_-_Anemone_nemorosa_-_Keila2.jpg https://upload.wikimedia.org/wikipedia/commons/5/53/Bosanemoon_%28Anemone_nemorosa%29_%28d.j.b.%29.jpg https://upload.wikimedia.org/wikipedia/commons/d/d0/DoubleWoodAnemone.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/b/ba/Symrer1.jpg https://upload.wikimedia.org/wikipedia/commons/b/b1/Zawilec_gajowy_cm02.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Anemone parviflora,Anemone parviflora,https://en.wikipedia.org/wiki/Anemone_parviflora,https://upload.wikimedia.org/wikipedia/commons/1/1d/Anemone_parviflora.jpg https://upload.wikimedia.org/wikipedia/commons/8/8a/Creeping_butercup_close_800.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png
Anemone virginiana,Anemone virginiana,https://en.wikipedia.org/wiki/Anemone_virginiana,https://upload.wikimedia.org/wikipedia/commons/e/ea/Anemone_virginiana_var._virginiana_%281%29.jpg https://upload.wikimedia.org/wikipedia/commons/8/8a/Creeping_butercup_close_800.jpg https://upload.wikimedia.org/wikipedia/commons/b/b9/IMG_7456-Anemone_virginiana.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Angelica archangelica,Angelica archangelica,https://en.wikipedia.org/wiki/Angelica_archangelica,https://upload.wikimedia.org/wikipedia/commons/e/e2/Absinthe-glass.jpg https://upload.wikimedia.org/wikipedia/commons/a/a7/AngelicaEssOil.png https://upload.wikimedia.org/wikipedia/commons/c/cf/Angelica_archangelica_%281118596627%29.jpg https://upload.wikimedia.org/wikipedia/commons/3/3b/Koehler1887-GardenAngelica.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg
Angelica atropurpurea,Angelica atropurpurea,https://en.wikipedia.org/wiki/Angelica_atropurpurea,https://upload.wikimedia.org/wikipedia/commons/a/ad/Angelica_atropurpurea_NRCS-2.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/5/5a/Status_iucn3.1_LC.svg
