Plant url,Common name,Common Name - MBG,Botanical name,Botanical Name - MBG,Type,Family,Native range,Zone,Zone low,Zone high,Height,Height low,Height high,Unit,Spread,Spread low,Spread high,Unit,Bloom Time,Bloom Description,Sun,Water,Maintenance,Suggested Use,Flower,Attracts,Fruit,Leaf,Other,Tolerate,Culture,Noteworthy characteristics,Problems,Garden uses,Hummingbirds,Butterflies,Birds,Erosion,Rabbit,Black Walnut,Drought,Clay Soil,Deer,Dry Soil,Shallow-Rocky Soil,Heavy Shade,Wet Soil,Air Pollution
Not found,0,0,Asclepias quinquedentata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias rubra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias rusbyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias scaposa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias solanoana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276791&isprofile=1&basic=Asclepias+speciosa,0,showy milkweed ,Asclepias speciosa,Asclepias speciosa,Herbaceous perennial,Apocynaceae,Western North America,3 to 9,3,9,1.00 to 3.00 feet,1,3,feet,1.00 to 1.50 feet,1,1.5,feet,May to June,Purplish rose,Full sun,Dry to medium,Low,Naturalize,Showy," Hummingbirds, Butterflies",,,," Deer, Drought","
Culture
Easily grown in average, dry to medium, well-drained soils in full sun. Drought tolerant. Does well in poor, dryish, gravelly soils. Easily grown from seed, and may self-seed in the landscape if seed pods are not removed prior to splitting open. Once established, it is best to leave plants undisturbed because they develop deep taproots which make transplanting difficult.
","
Noteworthy Characteristics
Asclepias speciosa, commonly called showy milkweed, is a rough, weedy perennial which commonly occurs on dry slopes, open woodland areas, roadsides, waste areas and along streams in western North America. It typically grows 2-4' tall on stout, upright stems with velvety, broad-oblong to broad-ovate, gray-green leaves (to 8"" long) with conspicuous veining. Globular clusters (umbels to 3"" across) of fragrant, pinkish-white to pinkish-purple, star-like flowers appear mostly in the upper leaf axils over a long bloom period from late spring well into summer. Stems and leaves exude a milky sap when cut or bruised. Flowers give way to prominent, rough seed pods (2-3"" long) which split open when ripe releasing their numerous silky-tailed seeds for dispersal by the wind. Seed pods are valued in dried flower arrangements. Flowers are a nectar source for many butterflies and leaves are a food source for monarch butterfly larvae (caterpillars).Genus name honors the Greek god Asklepios the god of medicine.Specific epithet means showy.
","
Problems
No serious insect or disease problems. Somewhat weedy in appearance, but less spreading and a more manageable garden plant than common milkweed (Asclepias syriaca).
","
Garden Uses
Borders, butterfly gardens, prairies, meadows or naturalized/native plant areas.
",,,,,,,,,,,,,,
Not found,0,0,Asclepias sperryi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias stenophylla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias subulata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias subverticillata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276923&isprofile=1&basic=Asclepias+sullivantii,0,prairie milkweed ,Asclepias sullivantii,Asclepias sullivantii,Herbaceous perennial,Apocynaceae,Central North America,3 to 7,3,7,2.00 to 3.00 feet,2,3,feet,1.00 to 1.50 feet,1,1.5,feet,June to July,Pink,Full sun,Medium to wet,Low,Naturalize," Showy, Fragrant",Butterflies,,,,Deer,"
Culture
Easily grown in average, medium to wet soils in full sun. Easily grown from seed, and may self-seed in the landscape if seed pods are not removed prior to splitting open. Once established, it is best to leave plants undisturbed because they develop deep taproots which make transplanting difficult.
","
Noteworthy Characteristics
Asclepias sullivantii, commonly called smooth milkweed, Sullivant's milkweed or prairie milkweed, is a rough, weedy perennial which is very similar to common milkweed (Asclepias syriaca) except smooth milkweed has (a) smooth (glabrous) stems, leaves and seed pods, (b) leaves with a significant upward sweep and distinctive reddish midveins and (c) larger flowers. It is a Missouri native plant which commonly occurs in moist prairies areas including river bottomland and moist meadowland mostly north of the Missouri River. It typically grows 2-4' tall (less frequently to 5') on stout, upright stems with broad-oblong, medium green leaves (to 8"" long) with pinkish-red midribs. Rounded clusters (umbels to 3"" across) of pinkish-white to pinkish-purple, star-like flowers appear mostly in the upper leaf axils over a long bloom period from late spring well into summer. Stems and leaves exude a milky sap when cut or bruised. Flowers give way to smooth seed pods (2-4"" long) which split open when ripe releasing their numerous silky-tailed seeds for dispersal by the wind. Seed pods are valued in dried flower arrangements. Flowers are a nectar source for many butterflies and leaves are a food source for monarch butterfly larvae (caterpillars).Genus name honors the Greek god Asklepios the god of medicine.Specific epithet honors 19th century American botanist William Starling Sullivant.
","
Problems
No serious insect or disease problems. Somewhat weedy in appearance and can spread somewhat aggressively in optimum growing conditions.
","
Garden Uses
Borders, butterfly gardens, prairies, meadows or naturalized/native plant areas.
",,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276792&isprofile=1&basic=Asclepias+syriaca,0,common milkweed ,Asclepias syriaca,Asclepias syriaca,Herbaceous perennial,Apocynaceae,Eastern North America,3 to 9,3,9,2.00 to 3.00 feet,2,3,feet,0.75 to 1.00 feet,0.75,1,feet,June to August," Pink, mauve, white",Full sun,Dry to medium,Low,Naturalize," Showy, Fragrant",Butterflies,Showy,,," Deer, Drought, Erosion, Dry Soil, Shallow-Rocky Soil","
Culture
Easily grown in average, dry to medium, well-drained soils in full sun. Drought tolerant. Does well in poor, dryish soils. Easily grown from seed, and will self-seed in the landscape if seed pods are not removed prior to splitting open. Can spread somewhat rapidly by rhizomes. Often forms extensive colonies in the wild.
","
Noteworthy Characteristics
Asclepias syriaca, commonly called common milkweed, is a rough, weedy Missouri native perennial which commonly occurs in fields, open woods, waste areas, roadsides and along railroad tracks throughout the State (Steyermark). It typically grows 3-4' (less frequently to 6') tall on stout, upright stems with thick, broad-oblong, reddish-veined, light green leaves (to 8"" long). Domed, slightly drooping clusters (umbels) of fragrant, pinkish -purple flowers appear mostly in the upper leaf axils over a long bloom period from late spring well into summer. Stems and leaves exude a milky sap when cut or bruised. Flowers give way to prominent, warty seed pods (2-4"" long) which split open when ripe releasing their numerous silky-tailed seeds for dispersal by the wind. Seed pods are valued in dried flower arrangements. Flowers are a nectar source for many butterflies and leaves are a food source for monarch butterfly larvae (caterpillars).Genus name honors the Greek god Asklepios the god of medicine.Specific epithet means Syrian.
","
Problems
No serious insect or disease problems. Somewhat weedy and can spread.
","
Garden Uses
Butterfly gardens, meadows, prairies, or naturalized/native plant areas. This plant is considered by many gardeners to be too vigorous and weedy for borders.
",,,,,,,,,,,,,,
Not found,0,0,Asclepias texana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias tomentosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276924&isprofile=1&basic=Asclepias+tuberosa,0,butterfly weed ,Asclepias tuberosa,Asclepias tuberosa,Herbaceous perennial,Apocynaceae,Eastern and southern United States,3 to 9,3,9,1.00 to 2.50 feet,1,2.5,feet,1.00 to 1.50 feet,1,1.5,feet,June to August,Yellow/orange,Full sun,Dry to medium,Low," Naturalize, Rain Garden",Showy,Butterflies,,,," Deer, Drought, Erosion, Dry Soil, Shallow-Rocky Soil","
Culture
Easily grown in average, dry to medium, well-drained soils in full sun. Drought tolerant. Does well in poor, dry soils. New growth tends to emerge late in the spring. Plants are easily grown from seed, but are somewhat slow to establish and may take 2-3 years to produce flowers. Mature plants may freely self-seed in the landscape if seed pods are not removed prior to splitting open. Butterfly weed does not transplant well due to its deep taproot, and is probably best left undisturbed once established.
","
Noteworthy Characteristics
Asclepias tuberosa, commonly called butterfly weed, is a tuberous rooted, Missouri native perennial which occurs in dry/rocky open woods, glades, prairies, fields and roadsides throughout the State (Steyermark). It typically grows in a clump to 1-3' tall and features clusters (umbels) of bright orange to yellow-orange flowers atop upright to reclining, hairy stems with narrow, lance-shaped leaves. Unlike many of the other milkweeds, this species does not have milky-sapped stems. Flowers give way to prominent, spindle-shaped seed pods (3-6"" long) which split open when ripe releasing numerous silky-tailed seeds for dispersal by the wind. Seed pods are valued in dried flower arrangements. Long bloom period from late spring throughout the summer. Flowers are a nectar source for many butterflies and leaves are a food source for monarch butterfly larvae (caterpillars). Also commonly called pleurisy root in reference to a prior medicinal use of the plant roots to treat lung inflammations.Genus name honors the Greek god Asklepios the god of medicine.Specific epithet means tuberous in reference to the roots.
","
Problems
No serious insect or disease problems. Crown rot can be a problem in wet, poorly drained soils. Susceptible to rust and leaf spot.
","
Garden Uses
Butterfly gardens, meadows, prairies, or naturalized/native plant areas. Also effective in sunny borders or slopes. Whether massing plants in large drifts or sprinkling them throughout a prairie or meadow, butterfly weed is one of our showiest native wildflowers.
",,,,,,,,,,,,,,
Not found,0,0,Asclepias uncialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias variegata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276793&isprofile=1&basic=Asclepias+verticillata,0,whorled milkweed ,Asclepias verticillata,Asclepias verticillata,Herbaceous perennial,Apocynaceae,United States,4 to 9,4,9,1.00 to 2.50 feet,1,2.5,feet,1.00 to 2.00 feet,1,2,feet,June to September,White,Full sun to part shade,Dry to medium,Low,Naturalize,Showy," Hummingbirds, Butterflies",,,," Deer, Drought, Dry Soil","
Culture
Easily grown in average, dry to medium moisture, well-drained soils in full sun.  Tolerates part shade.  Best in sunny locations with sandy loams.  Drought tolerant.  Easily grown from seed, and will self-seed in the landscape if seed pods are not removed prior to splitting open.   Likes hot dry soils, but tolerates moist garden soils.  Plants will spread by rhizomes but are not considered invasive.
","
Noteworthy Characteristics
Asclepias verticillata, commonly known as whorled milkweed, is an upright perennial that typically grows to 2.5’ tall on simple, usually unbranched stems clad with long, narrow, sessile, needle-like, linear leaves (each 2-3” long) with revolute margins arranged in whorls of 3 to 6 at each node along the length of the stems.  Stems ooze a milky sap when cut or broken.  This plant is native to glades, dry prairies, dry slopes, dry open woods, pastures, fields and roadsides in a large part of central and eastern North America extending from Massachusetts to Ontario and Saskatchewan south to Arizona and Florida.  In Missouri it is commonly found throughout the State except in the bootheel area. 

Flowers bloom in small clusters (umbellate cymes of 3-20 flowers) in the upper leaf axils and stem ends between June and September.  Flowers are fragrant.  Each tiny flower (to 1/4” long) has a 5 lobed calyx, 5 greenish-white corolla lobes and 5 white hoods with incurved horns protruding from each hood.  Flowers give way to smooth, narrow seed pods (to 3” long) which split open when ripe releasing numerous silky-tailed seeds for dispersal by the wind. 

Seed pods are valued in dried flower arrangements.  

Monarch butterflies need milkweed plants (Asclepias genus) in order to survive.  Monarchs lay their eggs on milkweed plants, caterpillars hatch from the eggs and consume the plant foliage as food for growth and development, and the flower nectar is consumed as a valuable source of food by adult monarchs.  Recent significant declines in monarch butterfly populations in North America are believed by many experts to be related to a corresponding significant decline in milkweed plants which in large part has been caused by an increased use of glyphosate herbicides around food crop areas where glyphosate-tolerant (Roundup Ready) crops are being grown.Genus name honors the Greek god Asklepios the god of medicine.Specific epithet comes from the Latin word verticillatus meaning whorled in reference to the leaves appearing in whorls.Common name suggests this plant is noted for its whorled leaves and milky sap.  Additional common names for this plant include horsetail milkweed.
","
Problems
No serious insect or disease problems.  Aphids.
","
Garden Uses
Butterfly gardens, meadows, prairies, or naturalized/native plant areas.  Borders.
",,,,,,,,,,,,,,
Not found,0,0,Asclepias vestita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias viridiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276865&isprofile=1&basic=Asclepias+viridis,0,green milkweed ,Asclepias viridis,Asclepias viridis,Herbaceous perennial,Apocynaceae,Southeastern North America,5 to 9,5,9,1.50 to 2.50 feet,1.5,2.5,feet,1.00 to 2.00 feet,1,2,feet,May to July,Green with purple hood,Full sun,Dry to medium,Low,Naturalize,Showy,Butterflies,,,," Deer, Drought","
Culture
Easily grown in average, dry to medium moisture, well-drained soils in full sun. Drought tolerant. Easily grown from seed, and will self-seed in the landscape if seed pods are not removed prior to splitting open. Plants will also spread by rhizomes, but are not considered to be invasive.
","
Noteworthy Characteristics
Asclepias viridis, commonly called green or green-flowered milkweed, is an erect to sometimes decumbent glabrous perennial that grows to 20-30"" tall on usually upright stems clad with mostly alternate, short-stalked, pointed, ovate-lanceolate, pale green leaves (to 2-5” long). Stems and leaves exude a milky sap when cut or bruised. It is native to glades, prairies, pastures, fields and roadsides from Ohio to Nebraska south to Florida and Texas. In Missouri it is commonly found in the Ozarks and southeastern corner of the State (Steyermark). Tiny green flowers with purple hoods bloom in many-flowered axillary and terminal umbels from May to June. Each tiny flower (to 1” long) has 5 upright pale green corolla lobes (petals) and 5 purple hoods. Horns are absent. Flowers give way to seed pods (to 5” long) which split open when ripe releasing numerous silky-tailed seeds for dispersal by the wind. Seed pods are valued in dried flower arrangements. Flowers are a nectar source for many butterflies, and leaves are a food source for monarch butterfly larvae (caterpillars). Additional common names include green antelope horn (curved green seedpod resembles an antelope horn) and spider milkweed (white crab spider lives on this plant).Genus name honors the Greek god Asklepios the god of medicine.Specific epithet from Latin means green in reference to flower color.
","
Problems
No serious insect or disease problems.
","
Garden Uses
Butterfly gardens, meadows, prairies, or naturalized/native plant areas. Borders.
",,,,,,,,,,,,,,
Not found,0,0,Asclepias viridula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asclepias welshii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asimina angustifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asimina incana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asimina nashii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asimina obovata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asimina parviflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asimina pygmea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asimina reticulata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asimina tetramera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275970&isprofile=1&basic=Asimina+triloba,0,pawpaw ,Asimina triloba,Asimina triloba,Tree,Annonaceae,Southeastern United States,5 to 9,5,9,15.00 to 30.00 feet,15,30,feet,15.00 to 30.00 feet,15,30,feet,April to May,Purple,Full sun to part shade,Medium to wet,Low,Rain Garden," Fragrant, Insignificant",," Showy, Edible",Good Fall,," Wet Soil, Black Walnut","
Culture
Easily grown in average, medium to wet, well-drained soil in full sun to part shade. Prefers moist, acidic, fertile soils. Will grow in shade but becomes leggy.
","
Noteworthy Characteristics
Asimina triloba, commonly called pawpaw, is a Missouri native small understory tree or large shrub which typically grows 15-20' tall (sometimes to 30') and occurs in low bottom woods, wooded slopes, ravines and along streams. Often spreads by root suckers to form colonies or thickets. Large, slightly drooping, elliptical, medium green leaves (6-12"" long) retain green color well into fall before turning to a bright (but sometimes undistinguished) yellow. Cup-shaped, purple flowers (3 green sepals and 6 purple petals in two tiers) appear in spring, and give way to edible, oblong, yellowish green fruits which mature in early autumn to a dark brown. Flavor and fleshy consistency of the sweet-flavored fruits resembles bananas. Fruits are frequently eaten raw or used in ice creams or pies, although they can produce nausea in some people. Wildlife (e.g., raccoons, squirrels and opossums) eagerly seek out the fruits and often beat humans to the harvest. Early Americans made a yellow dye from the pulp of the ripened fruit.Genus name comes from the Latinized version of the French form of the Indian name for this North American genus.
","
Problems
No serious insect or disease problems.
","
Garden Uses
An interesting native plant with somewhat questionable ornamental value. Naturalize in a native plant or wild garden, or grow in a shrub border or woodland margin. Effective in damp areas along ponds or streams.
",,,,,,,,,,,,,,
Not found,0,0,Aspalathus linearis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspalathus quinquefolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asparagus aethiopicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asparagus africanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asparagus asparagoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282227&isprofile=1&basic=Asparagus+officinalis,0,asparagus ,Asparagus officinalis,Asparagus officinalis,Herbaceous perennial,Asparagaceae,Europe and temperate Asia,3 to 10,3,10,3.00 to 4.00 feet,3,4,feet,1.50 to 2.00 feet,1.5,2,feet,Flowers not showy,White,Full sun,Medium,Low,Vegetable,Insignificant,,,,Thorns,Rabbit,"
Culture
Easily grown in average, medium, well-drained soil in full sun. Prefers organically rich soils that are evenly moist. Usually planted from roots (crowns). Roots take 2-3 years to produce a crop. May also be grown from seed, but this requires more expertise and care and takes about one year longer to produce the first crop. Plant roots or seed in early spring. Important to keep bed free of weeds.
","
Noteworthy Characteristics
Asparagus is a perennial vegetable that produces edible shoots or spears which may be harvested in April-May. Plants are male or female. Males do not have to expend energy in producing flowers and fruit and typically produce better crop yields. Plants eventually grow into towering ferns in the summer and then die off after frost and are dormant during the winter. Female plants produce red berries in late summer that will drop in autumn and can cause self-seeding problems.Genus name is the classical name of this plant.Specific epithet means sold in shops and was applied to plants with supposed medicinal properties
","
Problems
Asparagus beetles and Japanese beetles can be a problem in some areas of the U.S., but rarely of such magnitude as to require pesticide applications. Susceptible to asparagus rust (Puccinia asparagi). Rabbits tend to avoid this plant.
","
Garden Uses
Grow asparagus in the vegetable garden. Foliage can be used in floral arrangements.
",,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282185&isprofile=1&basic=Asparagus+setaceus,0,asparagus fern ,Asparagus setaceus,Asparagus setaceus,Vine,Asparagaceae,Southern and eastern Africa,9 to 12,9,12,10.00 to 20.00 feet,10,20,feet,2.00 to 3.00 feet,2,3,feet,Seasonal bloomer,White,Part shade,Medium,Low,,,,,Evergreen," Winter Interest, Thorns",Drought,"
Culture
Winter hardy to USDA Zones 9-12 where it is easily grown in rich, moderately fertile, evenly moist, well-drained sandy loams in full sun to part shade.  Best in part shade.  Intolerant of frost, with plants dying to the ground in light freezes.  Easily grown as a houseplant in St. Louis because it tolerates a wide range of temperatures, does not require high humidity and is easily pruned.  Houseplants are best grown in well-drained, peaty/soil-based potting mixtures.  Site containers in bright indirect light or filtered sun, but avoid direct hot afternoon sun which may cause the leaves to yellow.  Water regularly from spring to autumn.  Does not require winter dormancy, but appreciates a resting period with reduced watering over the winter months.  This plant may be taken outside for the growing season and brought back inside in early fall.  Pinch back stem tips as needed to maintain plant form and promote dense foliage growth.  If plant loses its attractive shape, stems may be cut back to the soil to regenerate.
","
Noteworthy Characteristics
Asparagus setaceus, commonly called asparagus fern, is not in fact a fern.  It is a bushy, evergreen, twining vine with wiry, spiny, scrambling or climbing stems that typically grow to 10-20' long.  It features feathery, fern-like flattened sprays of bright green stems, small white summer flowers and deep purple berries.  The true leaves of this plant are tiny dry scales.  The structures which appear to be leaves are flattened shoots (modified stems) called cladodes or cladophylls on which the flowers and fruits are borne.   Cladophylls rise from the axil between the stem and the scale-like leaf.  Mature stems become woody over time and develop sharp spines.  This vine is native to South Africa, but has been introduced in subtropical areas around the world.  It has shown weedy tendencies in some locations.  

Synonymous with Asparagus plumosus and Protasparagus setaceus.Genus name is the classical name of this plant.
","
Problems
No serious insect or disease problems.  Watch for slugs, mites and aphids.  Leaf spot and rots may occur. For more information see: Problems Common to Many Indoor Plants
","
Garden Uses
Where winter hardy, grow along fences or as a wall screen.  Good houseplant for bright, sun-filtered areas.  Good for hanging baskets.  Green stems are valued by florists as showy additions to flower arrangements.
",,,,,,,,,,,,,,
Not found,0,0,Asperugo procumbens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asperula arvensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Asperula orientalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281861&isprofile=1&basic=Asphodelus+albus,0,white-flowered asphodel ,Asphodelus albus,Asphodelus albus,Herbaceous perennial,Asphodelaceae,Europe,6 to 8,6,8,2.00 to 4.00 feet,2,4,feet,1.50 to 2.50 feet,1.5,2.5,feet,April to June,White,Full sun to part shade,Medium,Medium,,Showy,,,,,Drought,"
Culture
Best grown in light, humusy, moderately fertile, well-drained soils in full sun.  Tolerates part shade.  Established plants have some drought tolerance.  Not well adapted to the hot and humid summer climates of the deep South.   Plants go deciduous (fade from the landscape) in summer after bloom.
","
Noteworthy Characteristics
Asphodelus albus, commonly known as white-flowered asphodel, is an herbaceous perennial which typically grows to 2-4’ tall with a spread to 2 1/2’ wide.  It is native to the Mediterranean region from Spain to the Balkans and in northern Africa (primarily Libia).    

Glaucous, linear, flat-but-keeled, somewhat fleshy, grass-like, blue green leaves (to 30” long and 7/8” wide) rise up from fleshy thickened roots to form a basal clump of foliage.  Leafless flowering stems bear racemes of star-shaped, hermaphroditic, funnel-shaped, pink-veined white flowers (each flower to 1 5/8” diameter with 6 elongated petals/tepals) which bloom in mid to late spring (April – June).  Flowers are followed by egg-shaped, yellow-green seed capsules (3/8” long).Genus name comes from the Greek name for the true asphodel, Asphodelus ramosus and allied species.Specific epithet from Latin means white in reference to flower color.In Greek mythology, the asphodel flower (species decisions were not made in those days) was associated with mourning, the underworld and death.   The souls of most deceased people went to Asphodel Fields which was the resting place for the mass of ordinary individuals who lived average lives.  Asphodel was once believed to be a favorite food of the dead.   In a more modern vein, Professor Snape informs Harry Potter in Harry Potter and the Philosopher’s Stone that powered root of asphodel is an ingredient in a sleeping potion known as the Draught of Living Death.
","
Problems
No significant insect or disease problems.
","
Garden Uses
Sunny borders.  Foundations.
",,,,,,,,,,,,,,
Not found,0,0,Asphodelus fistulosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicarpa hirtella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicarpa hyssopifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicarpa longipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicilia albomarginata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicilia albopruinosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicilia alboradiata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicilia aliena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicilia americana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicilia annulata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Aspicilia anseris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
